respID,qID,altID,obsID,profileID,monthlyRent,location,distanceToMetro,squareFootage,fitnessCenter,twentyFourSevenConcierge,parking,communitySpace,utilitiesIncludedInRent
106,7,1,847,354,2500,More than 1.5,Less than 20/5,Larger than 600,yes,no,no,no,yes
106,7,2,847,556,1500,More than 1.5,Less than 20/5,Smaller than 600,no,no,no,yes,no
106,7,3,847,314,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,no,yes
106,8,1,848,476,2000,Less than 1.5,More than 20/5,Larger than 600,no,no,yes,yes,no
106,8,2,848,107,2000,More than 1.5,More than 20/5,Smaller than 600,yes,yes,no,yes,yes
106,8,3,848,430,1500,More than 1.5,More than 20/5,Larger than 600,no,yes,yes,yes,no
107,1,1,849,446,2000,Less than 1.5,Less than 20/5,Larger than 600,yes,no,yes,yes,no
107,1,2,849,227,2000,More than 1.5,More than 20/5,Smaller than 600,no,yes,yes,no,yes
107,1,3,849,602,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,no,no
107,2,1,850,17,2000,More than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,yes,yes
107,2,2,850,229,1500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,yes,no,yes
107,2,3,850,662,2000,Less than 1.5,Less than 20/5,Larger than 600,no,no,yes,no,no
107,3,1,851,91,1500,Less than 1.5,More than 20/5,Larger than 600,no,no,yes,yes,yes
107,3,2,851,625,1500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,no,no
107,3,3,851,325,1500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,no,no,yes
107,4,1,852,619,1500,Less than 1.5,More than 20/5,Larger than 600,no,yes,yes,no,no
107,4,2,852,295,1500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,no,no,yes
107,4,3,852,551,2000,More than 1.5,More than 20/5,Larger than 600,yes,no,no,yes,no
107,5,1,853,581,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,yes,no,no
107,5,2,853,407,2000,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,yes,no
107,5,3,853,501,2500,Less than 1.5,More than 20/5,Larger than 600,yes,yes,no,yes,no
107,6,1,854,353,2000,More than 1.5,Less than 20/5,Larger than 600,yes,no,no,no,yes
107,6,2,854,112,1500,More than 1.5,Less than 20/5,Larger than 600,yes,yes,no,yes,yes
107,6,3,854,102,2500,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,yes,yes
107,7,1,855,430,1500,More than 1.5,More than 20/5,Larger than 600,no,yes,yes,yes,no
107,7,2,855,52,1500,More than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,yes,yes
107,7,3,855,576,2500,More than 1.5,More than 20/5,Larger than 600,no,no,no,yes,no
107,8,1,856,467,2000,More than 1.5,More than 20/5,Smaller than 600,no,no,yes,yes,no
107,8,2,856,590,2000,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,no,no
107,8,3,856,730,1500,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,no,no
108,1,1,857,437,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,yes,no
108,1,2,857,360,2500,More than 1.5,More than 20/5,Larger than 600,yes,no,no,no,yes
108,1,3,857,121,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,yes,yes
108,2,1,858,587,2000,More than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,no,no
108,2,2,858,103,1500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,no,yes,yes
108,2,3,858,636,2500,More than 1.5,More than 20/5,Smaller than 600,yes,no,yes,no,no
108,3,1,859,31,1500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,yes,yes,yes
108,3,2,859,50,2000,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,yes,yes
108,3,3,859,498,2500,More than 1.5,Less than 20/5,Larger than 600,yes,yes,no,yes,no
108,4,1,860,303,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,no,no,yes
108,4,2,860,701,2000,More than 1.5,Less than 20/5,Smaller than 600,no,yes,no,no,no
108,4,3,860,473,2000,More than 1.5,Less than 20/5,Larger than 600,no,no,yes,yes,no
108,5,1,861,315,2500,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,no,yes
108,5,2,861,70,1500,More than 1.5,More than 20/5,Larger than 600,yes,no,yes,yes,yes
108,5,3,861,374,2000,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,no,yes
108,6,1,862,244,1500,More than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,no,yes
108,6,2,862,751,1500,Less than 1.5,More than 20/5,Smaller than 600,no,no,no,no,no
108,6,3,862,725,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,no,no,no,no
108,7,1,863,764,2000,Less than 1.5,More than 20/5,Larger than 600,no,no,no,no,no
108,7,2,863,244,1500,More than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,no,yes
108,7,3,863,567,2500,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,yes,no
108,8,1,864,607,1500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,yes,no,no
108,8,2,864,677,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,no,no
108,8,3,864,50,2000,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,yes,yes
109,1,1,865,483,2500,Less than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,yes,no
109,1,2,865,201,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,no,yes
109,1,3,865,382,1500,More than 1.5,More than 20/5,Larger than 600,no,no,no,no,yes
109,2,1,866,243,2500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,no,yes
109,2,2,866,576,2500,More than 1.5,More than 20/5,Larger than 600,no,no,no,yes,no
109,2,3,866,411,2500,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,yes,no
109,3,1,867,757,1500,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,no,no
109,3,2,867,218,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,no,yes
109,3,3,867,443,2000,More than 1.5,More than 20/5,Smaller than 600,yes,no,yes,yes,no
109,4,1,868,647,2000,More than 1.5,More than 20/5,Larger than 600,yes,no,yes,no,no
109,4,2,868,467,2000,More than 1.5,More than 20/5,Smaller than 600,no,no,yes,yes,no
109,4,3,868,234,2500,More than 1.5,Less than 20/5,Larger than 600,no,yes,yes,no,yes
109,5,1,869,597,2500,Less than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,no
109,5,2,869,629,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,no,no
109,5,3,869,727,1500,Less than 1.5,More than 20/5,Smaller than 600,yes,no,no,no,no
109,6,1,870,225,2500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,yes,no,yes
109,6,2,870,758,2000,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,no,no
109,6,3,870,200,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,no,yes
109,7,1,871,214,1500,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,yes
109,7,2,871,334,1500,More than 1.5,More than 20/5,Larger than 600,no,yes,no,no,yes
109,7,3,871,155,2000,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,yes
109,8,1,872,183,2500,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,yes,yes
109,8,2,872,537,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,no
109,8,3,872,220,1500,More than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,no,yes
110,1,1,873,534,2500,More than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,no
110,1,2,873,704,2000,Less than 1.5,More than 20/5,Smaller than 600,no,yes,no,no,no
110,1,3,873,201,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,no,yes
110,2,1,874,296,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,no,no,yes
110,2,2,874,481,1500,Less than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,yes,no
110,2,3,874,603,2500,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,no,no
110,3,1,875,282,2500,More than 1.5,Less than 20/5,Larger than 600,no,no,yes,no,yes
110,3,2,875,151,1500,Less than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,yes
110,3,3,875,475,1500,Less than 1.5,More than 20/5,Larger than 600,no,no,yes,yes,no
110,4,1,876,747,2500,Less than 1.5,Less than 20/5,Smaller than 600,no,no,no,no,no
110,4,2,876,175,1500,Less than 1.5,More than 20/5,Smaller than 600,no,no,no,yes,yes
110,4,3,876,447,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,no,yes,yes,no
110,5,1,877,120,2500,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,yes,yes
110,5,2,877,53,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,yes,yes
110,5,3,877,717,2500,Less than 1.5,More than 20/5,Larger than 600,no,yes,no,no,no
110,6,1,878,436,1500,More than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,yes,no
110,6,2,878,643,1500,Less than 1.5,More than 20/5,Larger than 600,yes,no,yes,no,no
110,6,3,878,481,1500,Less than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,yes,no
110,7,1,879,348,2500,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,no,yes
110,7,2,879,585,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,no,no
110,7,3,879,403,1500,Less than 1.5,More than 20/5,Larger than 600,yes,yes,yes,yes,no
110,8,1,880,409,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,yes,no
110,8,2,880,85,1500,Less than 1.5,Less than 20/5,Larger than 600,no,no,yes,yes,yes
110,8,3,880,589,1500,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,no,no
111,1,1,881,182,2000,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,yes,yes
111,1,2,881,539,2000,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,no
111,1,3,881,127,1500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,yes
111,2,1,882,36,2500,More than 1.5,More than 20/5,Smaller than 600,no,yes,yes,yes,yes
111,2,2,882,653,2000,More than 1.5,Less than 20/5,Smaller than 600,no,no,yes,no,no
111,2,3,882,374,2000,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,no,yes
111,3,1,883,330,2500,More than 1.5,Less than 20/5,Larger than 600,no,yes,no,no,yes
111,3,2,883,43,1500,Less than 1.5,More than 20/5,Larger than 600,no,yes,yes,yes,yes
111,3,3,883,305,2000,More than 1.5,Less than 20/5,Larger than 600,yes,yes,no,no,yes
111,4,1,884,742,1500,More than 1.5,More than 20/5,Larger than 600,yes,no,no,no,no
111,4,2,884,532,1500,More than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,no
111,4,3,884,131,2000,More than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,yes
111,5,1,885,470,2000,Less than 1.5,Less than 20/5,Larger than 600,no,no,yes,yes,no
111,5,2,885,336,2500,More than 1.5,More than 20/5,Larger than 600,no,yes,no,no,yes
111,5,3,885,71,2000,More than 1.5,More than 20/5,Larger than 600,yes,no,yes,yes,yes
111,6,1,886,176,2000,Less than 1.5,More than 20/5,Smaller than 600,no,no,no,yes,yes
111,6,2,886,401,2000,More than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,yes,no
111,6,3,886,657,2500,Less than 1.5,More than 20/5,Smaller than 600,no,no,yes,no,no
111,7,1,887,548,2000,Less than 1.5,More than 20/5,Larger than 600,yes,no,no,yes,no
111,7,2,887,356,2000,Less than 1.5,More than 20/5,Larger than 600,yes,no,no,no,yes
111,7,3,887,598,1500,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,no
111,8,1,888,337,1500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,no,yes
111,8,2,888,515,2000,More than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,no
111,8,3,888,77,2000,More than 1.5,Less than 20/5,Smaller than 600,no,no,yes,yes,yes
112,1,1,889,270,2500,More than 1.5,Less than 20/5,Smaller than 600,no,no,yes,no,yes
112,1,2,889,301,1500,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,no,no,yes
112,1,3,889,754,1500,More than 1.5,More than 20/5,Smaller than 600,no,no,no,no,no
112,2,1,890,208,1500,More than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,no,yes
112,2,2,890,436,1500,More than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,yes,no
112,2,3,890,13,1500,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,yes,yes
112,3,1,891,695,2000,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,no,no
112,3,2,891,647,2000,More than 1.5,More than 20/5,Larger than 600,yes,no,yes,no,no
112,3,3,891,643,1500,Less than 1.5,More than 20/5,Larger than 600,yes,no,yes,no,no
112,4,1,892,622,1500,More than 1.5,More than 20/5,Larger than 600,no,yes,yes,no,no
112,4,2,892,400,1500,More than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,yes,no
112,4,3,892,222,2500,More than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,no,yes
112,5,1,893,126,2500,More than 1.5,Less than 20/5,Smaller than 600,no,yes,no,yes,yes
112,5,2,893,657,2500,Less than 1.5,More than 20/5,Smaller than 600,no,no,yes,no,no
112,5,3,893,742,1500,More than 1.5,More than 20/5,Larger than 600,yes,no,no,no,no
112,6,1,894,235,1500,Less than 1.5,More than 20/5,Larger than 600,no,yes,yes,no,yes
112,6,2,894,122,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,yes,yes
112,6,3,894,658,1500,More than 1.5,More than 20/5,Smaller than 600,no,no,yes,no,no
112,7,1,895,70,1500,More than 1.5,More than 20/5,Larger than 600,yes,no,yes,yes,yes
112,7,2,895,406,1500,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,yes,no
112,7,3,895,39,2500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,yes,yes,yes
112,8,1,896,658,1500,More than 1.5,More than 20/5,Smaller than 600,no,no,yes,no,no
112,8,2,896,60,2500,More than 1.5,More than 20/5,Smaller than 600,yes,no,yes,yes,yes
112,8,3,896,560,2000,Less than 1.5,More than 20/5,Smaller than 600,no,no,no,yes,no
113,1,1,897,357,2500,Less than 1.5,More than 20/5,Larger than 600,yes,no,no,no,yes
113,1,2,897,135,2500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,no,yes,yes
113,1,3,897,471,2500,Less than 1.5,Less than 20/5,Larger than 600,no,no,yes,yes,no
113,2,1,898,333,2500,Less than 1.5,More than 20/5,Larger than 600,no,yes,no,no,yes
113,2,2,898,526,1500,More than 1.5,More than 20/5,Larger than 600,no,yes,no,yes,no
113,2,3,898,510,2500,More than 1.5,Less than 20/5,Smaller than 600,no,yes,no,yes,no
113,3,1,899,612,2500,More than 1.5,More than 20/5,Smaller than 600,no,yes,yes,no,no
113,3,2,899,74,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,no,yes,yes,yes
113,3,3,899,655,1500,Less than 1.5,More than 20/5,Smaller than 600,no,no,yes,no,no
113,4,1,900,407,2000,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,yes,no
113,4,2,900,632,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,no,yes,no,no
113,4,3,900,326,2000,Less than 1.5,Less than 20/5,Larger than 600,no,yes,no,no,yes
113,5,1,901,489,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,no,yes,no
113,5,2,901,216,2500,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,yes
113,5,3,901,738,2500,More than 1.5,Less than 20/5,Larger than 600,yes,no,no,no,no
113,6,1,902,552,2500,More than 1.5,More than 20/5,Larger than 600,yes,no,no,yes,no
113,6,2,902,180,2500,More than 1.5,More than 20/5,Smaller than 600,no,no,no,yes,yes
113,6,3,902,206,2000,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,no,yes
113,7,1,903,407,2000,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,yes,no
113,7,2,903,92,2000,Less than 1.5,More than 20/5,Larger than 600,no,no,yes,yes,yes
113,7,3,903,104,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,no,yes,yes
113,8,1,904,229,1500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,yes,no,yes
113,8,2,904,97,1500,Less than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,yes,yes
113,8,3,904,303,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,no,no,yes
114,1,1,905,667,1500,Less than 1.5,More than 20/5,Larger than 600,no,no,yes,no,no
114,1,2,905,359,2000,More than 1.5,More than 20/5,Larger than 600,yes,no,no,no,yes
114,1,3,905,109,1500,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,no,yes,yes
114,2,1,906,67,1500,Less than 1.5,More than 20/5,Larger than 600,yes,no,yes,yes,yes
114,2,2,906,431,2000,More than 1.5,More than 20/5,Larger than 600,no,yes,yes,yes,no
114,2,3,906,364,1500,More than 1.5,Less than 20/5,Smaller than 600,no,no,no,no,yes
114,3,1,907,657,2500,Less than 1.5,More than 20/5,Smaller than 600,no,no,yes,no,no
114,3,2,907,701,2000,More than 1.5,Less than 20/5,Smaller than 600,no,yes,no,no,no
114,3,3,907,293,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,no,yes
114,4,1,908,533,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,no
114,4,2,908,175,1500,Less than 1.5,More than 20/5,Smaller than 600,no,no,no,yes,yes
114,4,3,908,156,2500,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,yes
114,5,1,909,378,2500,More than 1.5,Less than 20/5,Larger than 600,no,no,no,no,yes
114,5,2,909,640,1500,More than 1.5,Less than 20/5,Larger than 600,yes,no,yes,no,no
114,5,3,909,299,2000,More than 1.5,More than 20/5,Smaller than 600,yes,yes,no,no,yes
114,6,1,910,564,2500,More than 1.5,More than 20/5,Smaller than 600,no,no,no,yes,no
114,6,2,910,130,1500,More than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,yes
114,6,3,910,250,1500,More than 1.5,More than 20/5,Smaller than 600,yes,no,yes,no,yes
114,7,1,911,129,2500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,yes
114,7,2,911,735,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,no,no,no,no
114,7,3,911,554,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,no,no,yes,no
114,8,1,912,16,1500,More than 1.5,Less than 20/5,Larger than 600,yes,yes,yes,yes,yes
114,8,2,912,585,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,yes,no,no
114,8,3,912,280,1500,More than 1.5,Less than 20/5,Larger than 600,no,no,yes,no,yes
115,1,1,913,490,1500,More than 1.5,More than 20/5,Smaller than 600,yes,yes,no,yes,no
115,1,2,913,331,1500,Less than 1.5,More than 20/5,Larger than 600,no,yes,no,no,yes
115,1,3,913,556,1500,More than 1.5,Less than 20/5,Smaller than 600,no,no,no,yes,no
115,2,1,914,361,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,no,no,no,yes
115,2,2,914,619,1500,Less than 1.5,More than 20/5,Larger than 600,no,yes,yes,no,no
115,2,3,914,448,1500,More than 1.5,Less than 20/5,Larger than 600,yes,no,yes,yes,no
115,3,1,915,753,2500,Less than 1.5,More than 20/5,Smaller than 600,no,no,no,no,no
115,3,2,915,72,2500,More than 1.5,More than 20/5,Larger than 600,yes,no,yes,yes,yes
115,3,3,915,154,1500,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,yes
115,4,1,916,56,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,no,yes,yes,yes
115,4,2,916,511,1500,Less than 1.5,More than 20/5,Smaller than 600,no,yes,no,yes,no
115,4,3,916,742,1500,More than 1.5,More than 20/5,Larger than 600,yes,no,no,no,no
115,5,1,917,451,1500,Less than 1.5,More than 20/5,Larger than 600,yes,no,yes,yes,no
115,5,2,917,680,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,no,no,no
115,5,3,917,344,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,no,no,no,yes
115,6,1,918,581,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,yes,no,no
115,6,2,918,418,1500,More than 1.5,More than 20/5,Smaller than 600,no,yes,yes,yes,no
115,6,3,918,530,2000,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,no
115,7,1,919,527,2000,More than 1.5,More than 20/5,Larger than 600,no,yes,no,yes,no
115,7,2,919,176,2000,Less than 1.5,More than 20/5,Smaller than 600,no,no,no,yes,yes
115,7,3,919,344,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,no,no,no,yes
115,8,1,920,55,1500,Less than 1.5,More than 20/5,Smaller than 600,yes,no,yes,yes,yes
115,8,2,920,233,2000,More than 1.5,Less than 20/5,Larger than 600,no,yes,yes,no,yes
115,8,3,920,81,2500,Less than 1.5,More than 20/5,Smaller than 600,no,no,yes,yes,yes
116,1,1,921,595,1500,Less than 1.5,More than 20/5,Larger than 600,yes,yes,yes,no,no
116,1,2,921,457,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,no,yes,yes,no
116,1,3,921,198,2500,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,yes,no,yes
116,2,1,922,487,1500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,no,yes,no
116,2,2,922,431,2000,More than 1.5,More than 20/5,Larger than 600,no,yes,yes,yes,no
116,2,3,922,145,1500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,yes
116,3,1,923,666,2500,More than 1.5,Less than 20/5,Larger than 600,no,no,yes,no,no
116,3,2,923,47,2000,More than 1.5,More than 20/5,Larger than 600,no,yes,yes,yes,yes
116,3,3,923,351,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,no,no,no,yes
116,4,1,924,723,2500,Less than 1.5,Less than 20/5,Smaller than 600,yes,no,no,no,no
116,4,2,924,543,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,no,no,yes,no
116,4,3,924,699,2500,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,no,no
116,5,1,925,149,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,yes
116,5,2,925,537,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,no
116,5,3,925,120,2500,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,yes,yes
116,6,1,926,425,2000,More than 1.5,Less than 20/5,Larger than 600,no,yes,yes,yes,no
116,6,2,926,532,1500,More than 1.5,Less than 20/5,Smaller than 600,yes,no,no,yes,no
116,6,3,926,498,2500,More than 1.5,Less than 20/5,Larger than 600,yes,yes,no,yes,no
116,7,1,927,499,1500,Less than 1.5,More than 20/5,Larger than 600,yes,yes,no,yes,no
116,7,2,927,384,2500,More than 1.5,More than 20/5,Larger than 600,no,no,no,no,yes
116,7,3,927,759,2500,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,no,no
116,8,1,928,245,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,no,yes
116,8,2,928,677,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,no,no,no
116,8,3,928,119,2000,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,yes,yes
117,1,1,929,551,2000,More than 1.5,More than 20/5,Larger than 600,yes,no,no,yes,no
117,1,2,929,630,2500,More than 1.5,Less than 20/5,Smaller than 600,yes,no,yes,no,no
117,1,3,929,235,1500,Less than 1.5,More than 20/5,Larger than 600,no,yes,yes,no,yes
117,2,1,930,761,2000,More than 1.5,Less than 20/5,Larger than 600,no,no,no,no,no
117,2,2,930,743,2000,More than 1.5,More than 20/5,Larger than 600,yes,no,no,no,no
117,2,3,930,89,2000,More than 1.5,Less than 20/5,Larger than 600,no,no,yes,yes,yes
117,3,1,931,679,1500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,no,no,no
117,3,2,931,85,1500,Less than 1.5,Less than 20/5,Larger than 600,no,no,yes,yes,yes
117,3,3,931,297,2500,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,no,no,yes
117,4,1,932,323,2000,More than 1.5,More than 20/5,Smaller than 600,no,yes,no,no,yes
117,4,2,932,303,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,no,no,yes
117,4,3,932,740,2000,Less than 1.5,More than 20/5,Larger than 600,yes,no,no,no,no
117,5,1,933,621,2500,Less than 1.5,More than 20/5,Larger than 600,no,yes,yes,no,no
117,5,2,933,725,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,no,no,no,no
117,5,3,933,413,2000,More than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,yes,no
117,6,1,934,539,2000,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,no
117,6,2,934,446,2000,Less than 1.5,Less than 20/5,Larger than 600,yes,no,yes,yes,no
117,6,3,934,567,2500,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,yes,no
117,7,1,935,109,1500,Less than 1.5,Less than 20/5,Larger than 600,yes,yes,no,yes,yes
117,7,2,935,499,1500,Less than 1.5,More than 20/5,Larger than 600,yes,yes,no,yes,no
117,7,3,935,312,2500,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,no,yes
117,8,1,936,159,2500,Less than 1.5,Less than 20/5,Larger than 600,yes,no,no,yes,yes
117,8,2,936,745,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,no,no,no,no
117,8,3,936,183,2500,Less than 1.5,Less than 20/5,Larger than 600,no,no,no,yes,yes
118,1,1,937,506,2000,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,no,yes,no
118,1,2,937,160,1500,More than 1.5,Less than 20/5,Larger than 600,yes,no,no,yes,yes
118,1,3,937,298,1500,More than 1.5,More than 20/5,Smaller than 600,yes,yes,no,no,yes
118,2,1,938,680,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,yes,no,no,no
118,2,2,938,429,2500,Less than 1.5,More than 20/5,Larger than 600,no,yes,yes,yes,no
118,2,3,938,766,1500,More than 1.5,More than 20/5,Larger than 600,no,no,no,no,no
118,3,1,939,344,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,no,no,no,yes
118,3,2,939,517,1500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,no,yes,no
118,3,3,939,645,2500,Less than 1.5,More than 20/5,Larger than 600,yes,no,yes,no,no
118,4,1,940,156,2500,More than 1.5,More than 20/5,Smaller than 600,yes,no,no,yes,yes
118,4,2,940,613,1500,Less than 1.5,Less than 20/5,Larger than 600,no,yes,yes,no,no
118,4,3,940,696,2500,More than 1.5,More than 20/5,Larger than 600,yes,yes,no,no,no
118,5,1,941,71,2000,More than 1.5,More than 20/5,Larger than 600,yes,no,yes,yes,yes
118,5,2,941,5,2000,More than 1.5,Less than 20/5,Smaller than 600,yes,yes,yes,yes,yes
118,5,3,941,649,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,no,yes,no,no
118,6,1,942,491,2000,More than 1.5,More than 20/5,Smaller than 600,yes,yes,no,yes,no
118,6,2,942,22,1500,More than 1.5,More than 20/5,Larger than 600,yes,yes,yes,yes,yes
118,6,3,942,27,2500,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,yes,yes
118,7,1,943,440,2000,Less than 1.5,More than 20/5,Smaller than 600,yes,no,yes,yes,no
118,7,2,943,409,1500,Less than 1.5,Less than 20/5,Smaller than 600,no,yes,yes,yes,no
